"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"gene"	"cell.type"	"class"
5.00945198053151e-07	0.376087068049469	0.848	0.715	0.0100880343983944	"Ddx3x"	"endothelial cell"	"21m.vs.18m"
5.11317068788862e-07	1.39411054567248	0.204	0.072	0.0102969031312701	"Dach1"	"endothelial cell"	"21m.vs.18m"
5.81603848416966e-07	-0.914271368532672	0.297	0.49	0.0117123382994209	"E030010A14Rik"	"endothelial cell"	"21m.vs.18m"
6.24208650165948e-07	-0.550316605681504	0.993	0.992	0.0125703137970419	"Rps11"	"endothelial cell"	"21m.vs.18m"
6.33080513974481e-07	1.47326916838253	0.301	0.144	0.0127489753904181	"Ceacam1"	"endothelial cell"	"21m.vs.18m"
6.44182251988477e-07	0.589095072069714	0.87	0.764	0.012972542190544	"Irf1"	"endothelial cell"	"21m.vs.18m"
7.61144031909347e-07	0.888963929263222	0.725	0.595	0.0153279185145904	"Cxcl12"	"endothelial cell"	"21m.vs.18m"
8.45043593845597e-07	-0.461434664754696	0.989	0.992	0.0170174878928626	"Rps5"	"endothelial cell"	"21m.vs.18m"
8.64120339999614e-07	0.800723351496664	0.602	0.444	0.0174016554069122	"Pls3"	"endothelial cell"	"21m.vs.18m"
9.19522964275851e-07	1.17679654722412	0.193	0.069	0.0185173534545871	"Rel"	"endothelial cell"	"21m.vs.18m"
9.86669280148418e-07	-0.416650079156232	0.985	0.99	0.0198695459636288	"Rps4x"	"endothelial cell"	"21m.vs.18m"
1.06930690266895e-06	-0.954219799121613	0.212	0.387	0.0215337024059473	"Plvap"	"endothelial cell"	"21m.vs.18m"
1.09435492261447e-06	1.31034189801795	0.171	0.054	0.0220381194316102	"Arhgap5"	"endothelial cell"	"21m.vs.18m"
1.13896717477588e-06	-0.538760282235044	0.985	0.99	0.0229365209656367	"Rps25"	"endothelial cell"	"21m.vs.18m"
1.1520000589672e-06	1.11557265130883	0.323	0.167	0.0231989771874815	"Kdr"	"endothelial cell"	"21m.vs.18m"
1.32346398441599e-06	1.63806901419341	0.249	0.11	0.0266519177181692	"Mphosph8"	"endothelial cell"	"21m.vs.18m"
2.08441195563842e-06	-0.546215244714408	0.97	0.979	0.0419758879626466	"Rpl39"	"endothelial cell"	"21m.vs.18m"
2.24013102101805e-06	-0.500862608748946	1	1	0.0451117585012615	"Rps23"	"endothelial cell"	"21m.vs.18m"
2.26551894812136e-06	-0.466065790752996	0.993	0.992	0.045623020577268	"Rps18"	"endothelial cell"	"21m.vs.18m"
1.58997179441012e-51	1.04136941507132	0.997	0.985	3.20188519958311e-47	"Malat1"	"endothelial cell"	"24m.vs.18m"
8.16631472055425e-46	1.09588808638054	0.948	0.738	1.64453245842521e-41	"H2-Q4"	"endothelial cell"	"24m.vs.18m"
1.0554913872631e-34	-1.42930688858824	0	0.236	2.12554855567044e-30	"Xist"	"endothelial cell"	"24m.vs.18m"
1.23033315783849e-31	0.734970673118879	0.991	0.972	2.47764491325515e-27	"H2-K1"	"endothelial cell"	"24m.vs.18m"
2.4959664867767e-31	0.775079333183395	1	1	5.02637731107092e-27	"B2m"	"endothelial cell"	"24m.vs.18m"
2.2743611664817e-26	-1.05346583398523	0.995	0.997	4.58010851706085e-22	"Rplp1"	"endothelial cell"	"24m.vs.18m"
6.57689489426118e-26	0.682286751855488	0.998	0.992	1.32445509380632e-21	"H2-D1"	"endothelial cell"	"24m.vs.18m"
1.69775922295786e-23	-1.03946751024765	0.974	0.977	3.41894752319254e-19	"Rps12"	"endothelial cell"	"24m.vs.18m"
8.58587118870745e-23	-1.35063641927552	1	0.997	1.72902273998191e-18	"Tpt1"	"endothelial cell"	"24m.vs.18m"
9.94334309536425e-18	0.695467208311326	0.536	0.274	2.00239043254445e-13	"Cd74"	"endothelial cell"	"24m.vs.18m"
4.44268918753873e-15	1.25905260752978	0.552	0.315	8.94668748586549e-11	"Tap2"	"endothelial cell"	"24m.vs.18m"
7.67680095130927e-15	-0.754753419010465	0.997	0.997	1.54595417557466e-10	"Fth1"	"endothelial cell"	"24m.vs.18m"
9.57925431088671e-15	-0.841553600026401	0.985	0.995	1.92907023312637e-10	"Rps21"	"endothelial cell"	"24m.vs.18m"
1.09762543902627e-14	0.876891069421136	0.737	0.554	2.21039810911109e-10	"Psmb8"	"endothelial cell"	"24m.vs.18m"
1.18488130869875e-14	-0.690886692945841	0.806	0.879	2.38611397945754e-10	"Gnb2l1"	"endothelial cell"	"24m.vs.18m"
2.51155662525687e-14	-0.561835563101168	1	1	5.05777273194227e-10	"Rpl41"	"endothelial cell"	"24m.vs.18m"
4.04671944664961e-14	0.885728298842279	0.608	0.369	8.14928362166298e-10	"Luzp1"	"endothelial cell"	"24m.vs.18m"
9.41993361426692e-14	1.54214650723557	0.21	0.041	1.89698623124107e-09	"Beta-s"	"endothelial cell"	"24m.vs.18m"
9.4481924931886e-14	-0.577019422322993	0.857	0.921	1.90267700427832e-09	"Serf2"	"endothelial cell"	"24m.vs.18m"
1.30615155583898e-13	1.5447749288796	0.459	0.244	2.63032800314855e-09	"Gbp7"	"endothelial cell"	"24m.vs.18m"
1.56732444662931e-13	0.666358836207876	0.337	0.131	3.1562779706221e-09	"H2-Ab1"	"endothelial cell"	"24m.vs.18m"
1.89163370871904e-13	0.853439799705769	0.593	0.369	3.80937196261840e-09	"Arid5b"	"endothelial cell"	"24m.vs.18m"
2.16280085250642e-13	1.18039234190277	0.38	0.159	4.35544835677742e-09	"Wasf2"	"endothelial cell"	"24m.vs.18m"
2.40440173512847e-13	-1.12119564379301	0.201	0.418	4.84198421420171e-09	"Lrg1"	"endothelial cell"	"24m.vs.18m"
3.14092762879479e-13	0.665425873842434	0.938	0.849	6.32520005886695e-09	"Hsp90aa1"	"endothelial cell"	"24m.vs.18m"
4.04143236387929e-13	0.619067843767457	0.991	0.979	8.13863649438012e-09	"Hsp90ab1"	"endothelial cell"	"24m.vs.18m"
4.06252061868144e-13	1.58377163247214	0.421	0.215	8.18110402190067e-09	"Gbp4"	"endothelial cell"	"24m.vs.18m"
4.50864287000999e-13	1.29625117454407	0.412	0.192	9.07950501162611e-09	"Rnf125"	"endothelial cell"	"24m.vs.18m"
4.9741158269272e-13	-0.711465362321864	0.875	0.9	1.0016874452266e-08	"Rpl12"	"endothelial cell"	"24m.vs.18m"
5.93208481395772e-13	-0.648413615290367	0.864	0.938	1.19460323983481e-08	"Rpl22"	"endothelial cell"	"24m.vs.18m"
7.70659527540086e-13	1.20614683618668	0.564	0.364	1.55195415656022e-08	"Tap1"	"endothelial cell"	"24m.vs.18m"
1.10201225394387e-12	-0.574337428100991	0.873	0.933	2.21923227699216e-08	"Rpsa"	"endothelial cell"	"24m.vs.18m"
1.24952594507296e-12	0.59490226359978	0.29	0.103	2.51629534818794e-08	"H2-Aa"	"endothelial cell"	"24m.vs.18m"
3.33777510267318e-12	0.521739675902535	0.813	0.638	6.72161150176325e-08	"Mat2a"	"endothelial cell"	"24m.vs.18m"
5.4577185890673e-12	-0.755690613422904	0.955	0.977	1.09907536946637e-07	"Rpl28"	"endothelial cell"	"24m.vs.18m"
5.76810316090673e-12	1.43220015729112	0.572	0.403	1.1615806145434e-07	"Gbp2"	"endothelial cell"	"24m.vs.18m"
6.66888177208994e-12	0.738202888235103	0.479	0.264	1.34297941126347e-07	"Pim1"	"endothelial cell"	"24m.vs.18m"
6.7611354063301e-12	0.690936533275624	0.517	0.292	1.36155744812675e-07	"Ccnd2"	"endothelial cell"	"24m.vs.18m"
8.10755376836863e-12	0.649979354456773	0.643	0.415	1.63269917787407e-07	"Sf3b1"	"endothelial cell"	"24m.vs.18m"
8.6774605771942e-12	0.649468430410023	0.749	0.59	1.74746701103537e-07	"Tcf4"	"endothelial cell"	"24m.vs.18m"
1.04523242095615e-11	-0.637449694824332	0.973	0.979	2.1048890493215e-07	"Rpl39"	"endothelial cell"	"24m.vs.18m"
1.52411951829944e-11	0.590252081124918	0.851	0.718	3.06927188595141e-07	"Klf6"	"endothelial cell"	"24m.vs.18m"
2.16202864106517e-11	1.5994150224029	0.411	0.218	4.35389327737704e-07	"Gbp3"	"endothelial cell"	"24m.vs.18m"
5.11110068260116e-11	2.53470795291793	0.184	0.041	1.02927345546222e-06	"Gm12250"	"endothelial cell"	"24m.vs.18m"
5.24402510635302e-11	-0.577215222357903	0.991	0.99	1.05604177591737e-06	"Rpl27a"	"endothelial cell"	"24m.vs.18m"
6.76971031105615e-11	-0.614887838886744	0.603	0.769	1.36328426244049e-06	"Ctla2a"	"endothelial cell"	"24m.vs.18m"
1.65561496912347e-10	-0.589488073567358	0.991	0.982	3.33407742482085e-06	"Rps17"	"endothelial cell"	"24m.vs.18m"
1.91018444111425e-10	-0.600443357251757	0.985	0.985	3.84672942751588e-06	"Rps20"	"endothelial cell"	"24m.vs.18m"
2.26515083581115e-10	0.593719084548546	0.777	0.621	4.5615607531565e-06	"Srsf7"	"endothelial cell"	"24m.vs.18m"
2.58232770947593e-10	0.746427465762555	0.739	0.613	5.20029154134263e-06	"Iigp1"	"endothelial cell"	"24m.vs.18m"
2.75162353272815e-10	0.916696537975748	0.311	0.136	5.54121947020794e-06	"Ddx3y"	"endothelial cell"	"24m.vs.18m"
2.79686893437237e-10	-0.975586747211094	0.203	0.387	5.63233466003907e-06	"Plvap"	"endothelial cell"	"24m.vs.18m"
3.32080527037317e-10	0.590471326518475	0.759	0.597	6.68743765347749e-06	"Ccnl1"	"endothelial cell"	"24m.vs.18m"
3.6588658050266e-10	-1.0051744705071	0.127	0.277	7.36822395816257e-06	"Erdr1"	"endothelial cell"	"24m.vs.18m"
3.91010933634707e-10	0.499714227768253	0.883	0.815	7.87417818153573e-06	"Sdpr"	"endothelial cell"	"24m.vs.18m"
4.89043433147922e-10	1.39348471238439	0.328	0.162	9.84835665673286e-06	"Gbp5"	"endothelial cell"	"24m.vs.18m"
6.77773424751917e-10	0.582899959338336	0.727	0.546	1.36490012276541e-05	"Rbm39"	"endothelial cell"	"24m.vs.18m"
1.79106100675523e-09	-0.54699811640171	0.988	0.997	3.60683865540368e-05	"Rplp0"	"endothelial cell"	"24m.vs.18m"
1.94082976043449e-09	0.599081831300104	0.55	0.359	3.90844297156297e-05	"Kif5b"	"endothelial cell"	"24m.vs.18m"
2.04992944159418e-09	-0.65209300176429	0.981	0.992	4.12814790948237e-05	"Rpl31"	"endothelial cell"	"24m.vs.18m"
3.87264872808421e-09	-0.441451875443952	0.967	0.979	7.79874000861599e-05	"Rpl29"	"endothelial cell"	"24m.vs.18m"
4.67779782092902e-09	0.329134785152601	0.997	0.982	9.42014925178686e-05	"Ubb"	"endothelial cell"	"24m.vs.18m"
6.55817972605278e-09	0.729006979235674	0.619	0.456	0.000132068623323251	"Fermt2"	"endothelial cell"	"24m.vs.18m"
6.89489277652528e-09	0.681328967894513	0.411	0.228	0.000138849350733666	"Srrm1"	"endothelial cell"	"24m.vs.18m"
8.8844267283223e-09	0.536481311074211	0.761	0.587	0.000178914585454954	"Son"	"endothelial cell"	"24m.vs.18m"
1.0701966909666e-08	2.82623824627913	0.225	0.087	0.000215516209626853	"Ifit2"	"endothelial cell"	"24m.vs.18m"
1.10763653872878e-08	0.63804336034529	0.438	0.264	0.000223055846169201	"Mtdh"	"endothelial cell"	"24m.vs.18m"
1.1754511082045e-08	-0.303073174019063	0.976	0.992	0.000236712344170223	"Rps3"	"endothelial cell"	"24m.vs.18m"
1.529692406666e-08	0.626669042956647	0.569	0.403	0.000308049456854399	"Rrbp1"	"endothelial cell"	"24m.vs.18m"
1.58894450144044e-08	-1.17318517450547	0.162	0.3	0.000319981643700075	"Rpl34-ps1"	"endothelial cell"	"24m.vs.18m"
1.67360782614566e-08	-0.576561929058223	0.997	1	0.000337031144029212	"Rplp2"	"endothelial cell"	"24m.vs.18m"
1.8445898961827e-08	2.02216473602591	0.33	0.177	0.000371463513293271	"Apol10b"	"endothelial cell"	"24m.vs.18m"
1.99880878178259e-08	-0.427873717733184	0.983	0.985	0.000402520112475379	"Rpl15"	"endothelial cell"	"24m.vs.18m"
2.31289082409697e-08	-0.581785273536171	0.99	0.995	0.000465769954156648	"Rps15"	"endothelial cell"	"24m.vs.18m"
2.73958497392433e-08	-0.317177389045773	0.998	0.997	0.000551697622048882	"Ftl1"	"endothelial cell"	"24m.vs.18m"
3.57612859699546e-08	-1.23791074725523	0.136	0.272	0.000720160776862945	"Phc2"	"endothelial cell"	"24m.vs.18m"
3.93389081734895e-08	-0.407722210218971	0.998	0.997	0.000792206932797732	"Rpl18a"	"endothelial cell"	"24m.vs.18m"
4.12781546121386e-08	-0.447473062219305	0.979	0.995	0.000831259477579246	"Rps2"	"endothelial cell"	"24m.vs.18m"
4.12793212944843e-08	0.870608874473154	0.194	0.069	0.000831282972228325	"Rel"	"endothelial cell"	"24m.vs.18m"
4.55910598826492e-08	1.64681396605847	0.301	0.146	0.000918112763916789	"Gbp9"	"endothelial cell"	"24m.vs.18m"
4.65402296716499e-08	-0.543965318877052	0.964	0.974	0.000937227145127686	"Rps28"	"endothelial cell"	"24m.vs.18m"
5.70312060640167e-08	0.594504635405991	0.701	0.544	0.00114849442771717	"D4Wsu53e"	"endothelial cell"	"24m.vs.18m"
5.70839419445223e-08	-0.837578948207486	0.28	0.418	0.00114955642287879	"Ucp2"	"endothelial cell"	"24m.vs.18m"
6.37386693212104e-08	-0.929070263546461	0.318	0.464	0.00128356932279054	"Il6st"	"endothelial cell"	"24m.vs.18m"
6.95262633950492e-08	-0.482480765762608	0.912	0.931	0.0014001198922495	"Rpl7a"	"endothelial cell"	"24m.vs.18m"
7.09939088083458e-08	0.6184698433708	0.698	0.556	0.00142967533558247	"Flt1"	"endothelial cell"	"24m.vs.18m"
7.70005068492493e-08	1.40471605404402	0.302	0.159	0.00155063620693018	"Cd274"	"endothelial cell"	"24m.vs.18m"
8.40384060460168e-08	2.60423347982412	0.168	0.054	0.00169236542095469	"BC028528"	"endothelial cell"	"24m.vs.18m"
8.41299412864309e-08	-0.467327207373272	0.428	0.61	0.00169420875762614	"Col4a2"	"endothelial cell"	"24m.vs.18m"
9.21278428777017e-08	-0.347292990888284	0.978	0.982	0.00185527049987116	"Rpl38"	"endothelial cell"	"24m.vs.18m"
9.33918243226005e-08	-0.429357066628171	0.995	0.992	0.00188072455820853	"Rpl9"	"endothelial cell"	"24m.vs.18m"
1.00142507772487e-07	0.734896111001442	0.469	0.3	0.00201666982152235	"Tax1bp1"	"endothelial cell"	"24m.vs.18m"
1.07300438483961e-07	0.3764263114565	0.88	0.792	0.00216081623019001	"Sparcl1"	"endothelial cell"	"24m.vs.18m"
1.08663517722024e-07	0.471486148871826	0.242	0.11	0.00218826591988611	"H2-Eb1"	"endothelial cell"	"24m.vs.18m"
1.16992339576831e-07	-0.833407901514496	0.4	0.541	0.00235599173439823	"Rras"	"endothelial cell"	"24m.vs.18m"
1.23226663798983e-07	-0.913080534562814	0.165	0.308	0.00248153855558391	"Selp"	"endothelial cell"	"24m.vs.18m"
1.35610347534549e-07	0.614614313480675	0.56	0.4	0.00273092117865075	"Rsrc2"	"endothelial cell"	"24m.vs.18m"
1.38677705173254e-07	1.63630586367166	0.424	0.274	0.00279269162677899	"Rsad2"	"endothelial cell"	"24m.vs.18m"
1.42074167258003e-07	0.735249904658542	0.393	0.236	0.00286108958024166	"Mef2c"	"endothelial cell"	"24m.vs.18m"
1.42323873155502e-07	0.961559086924679	0.34	0.19	0.00286611815760551	"Klf3"	"endothelial cell"	"24m.vs.18m"
1.54055425719742e-07	1.46388996185068	0.342	0.187	0.00310236816314417	"Slc28a2"	"endothelial cell"	"24m.vs.18m"
1.55735234523053e-07	0.303170944638085	0.966	0.926	0.00313619615282523	"Laptm4a"	"endothelial cell"	"24m.vs.18m"
1.64406586543484e-07	0.771619683734823	0.546	0.395	0.00331081983981268	"H2-T23"	"endothelial cell"	"24m.vs.18m"
1.73575789754273e-07	0.39557836451746	0.991	0.987	0.00349546925407155	"Ddx5"	"endothelial cell"	"24m.vs.18m"
1.88759515370391e-07	-1.10141264548581	0.289	0.441	0.00380123912052894	"Vwf"	"endothelial cell"	"24m.vs.18m"
2.00719513591687e-07	0.592164368915866	0.557	0.392	0.00404208956470939	"Elf1"	"endothelial cell"	"24m.vs.18m"
2.51170491242735e-07	0.763734415984878	0.622	0.456	0.00505807135264619	"Cdc42ep3"	"endothelial cell"	"24m.vs.18m"
2.57290598636721e-07	-1.26821124595669	0.163	0.295	0.00518131807534628	"Pkp4"	"endothelial cell"	"24m.vs.18m"
2.85045715877271e-07	-0.51155977727936	0.993	0.987	0.00574025062633648	"Rpl23"	"endothelial cell"	"24m.vs.18m"
3.09871247281564e-07	-0.54677701816768	0.964	0.964	0.00624018717775614	"Rps10"	"endothelial cell"	"24m.vs.18m"
3.34532603909441e-07	0.519451062768251	0.584	0.405	0.00673681757752831	"Mbnl2"	"endothelial cell"	"24m.vs.18m"
3.82383958168515e-07	0.865977371760795	0.371	0.221	0.00770044814959756	"Pcmtd1"	"endothelial cell"	"24m.vs.18m"
6.40972181106086e-07	-0.650862154732433	0.498	0.633	0.0129078977831144	"Gngt2"	"endothelial cell"	"24m.vs.18m"
6.63572731283785e-07	0.465609099533091	0.557	0.392	0.0133630276625929	"Srrm2"	"endothelial cell"	"24m.vs.18m"
6.93441805364769e-07	0.689297608698483	0.234	0.11	0.0139645310764357	"Sfrs18"	"endothelial cell"	"24m.vs.18m"
7.41608772793866e-07	0.427518170463414	0.861	0.723	0.0149345174665229	"Btg2"	"endothelial cell"	"24m.vs.18m"
7.47720897254589e-07	1.21845694851269	0.167	0.059	0.0150576034289129	"Tbl1x"	"endothelial cell"	"24m.vs.18m"
7.52369988763479e-07	0.919633380599204	0.282	0.144	0.015151226833719	"Ceacam1"	"endothelial cell"	"24m.vs.18m"
7.77844066917272e-07	0.758403181388919	0.325	0.185	0.01566422381958	"Pak2"	"endothelial cell"	"24m.vs.18m"
8.42881636740523e-07	-1.2072384999667	0.1	0.208	0.0169739504006807	"Cdk2ap1"	"endothelial cell"	"24m.vs.18m"
9.29581934618465e-07	-0.727172501521483	0.168	0.292	0.0187199209993467	"Mapkapk2"	"endothelial cell"	"24m.vs.18m"
9.37315291136601e-07	-0.336891196769917	0.888	0.923	0.0188756553329089	"Mt2"	"endothelial cell"	"24m.vs.18m"
1.06284670878499e-06	0.944568006851039	0.486	0.331	0.0214036070215122	"Igtp"	"endothelial cell"	"24m.vs.18m"
1.09156045677545e-06	1.45332893506476	0.335	0.197	0.021981844478544	"Lmo7"	"endothelial cell"	"24m.vs.18m"
1.15735682423502e-06	0.751978279174612	0.204	0.087	0.0233068517264449	"Prpf4b"	"endothelial cell"	"24m.vs.18m"
1.18280466285562e-06	-0.507892115485197	0.644	0.731	0.0238193203005865	"Ltbp4"	"endothelial cell"	"24m.vs.18m"
1.24681411262829e-06	0.597904322370422	0.44	0.3	0.0251083426001084	"Ripk1"	"endothelial cell"	"24m.vs.18m"
1.28895164989261e-06	-1.08891465852301	0.184	0.31	0.0259569083255374	"Foxc1"	"endothelial cell"	"24m.vs.18m"
1.33006540455123e-06	0.966918839329747	0.412	0.279	0.0267848571168527	"Psmb9"	"endothelial cell"	"24m.vs.18m"
1.34381924164251e-06	-0.502345881270444	0.649	0.764	0.0270618318881968	"Emp1"	"endothelial cell"	"24m.vs.18m"
1.50687794914567e-06	-0.45555632572608	0.679	0.779	0.0303455081398955	"Ahnak"	"endothelial cell"	"24m.vs.18m"
1.56493790462014e-06	1.00178327744876	0.325	0.182	0.0315147195232403	"Trp53i11"	"endothelial cell"	"24m.vs.18m"
1.56906638753119e-06	0.884165552083911	0.182	0.072	0.0315978589121031	"Ankhd1"	"endothelial cell"	"24m.vs.18m"
1.60142716786e-06	0.496626194780895	0.787	0.708	0.0322495403063647	"Isg15"	"endothelial cell"	"24m.vs.18m"
1.7133649426574e-06	-0.312921183924225	0.998	0.997	0.0345037432152348	"Rps19"	"endothelial cell"	"24m.vs.18m"
1.97791648393725e-06	-0.799195802758833	0.143	0.256	0.0398312821535284	"Nhp2"	"endothelial cell"	"24m.vs.18m"
2.0224242628872e-06	-0.871822750449639	0.192	0.318	0.0407275798060224	"Hipk1"	"endothelial cell"	"24m.vs.18m"
2.02855924972352e-06	-0.465968029841656	0.998	0.992	0.0408511261709323	"Rps16"	"endothelial cell"	"24m.vs.18m"
2.08273845328331e-06	-0.61320801267934	0.34	0.482	0.0419421869722193	"Plec"	"endothelial cell"	"24m.vs.18m"
2.2722151070293e-06	1.25181171492426	0.151	0.054	0.045757867825356	"Arid4a"	"endothelial cell"	"24m.vs.18m"
3.71469172625606e-89	1.61212264658237	1	0.985	7.48064619833446e-85	"Malat1"	"endothelial cell"	"30m.vs.18m"
6.69751798712208e-59	1.31899023030813	0.977	0.738	1.34874617224664e-54	"H2-Q4"	"endothelial cell"	"30m.vs.18m"
1.07747095878387e-49	2.60155606094989	0.963	0.828	2.16981101679896e-45	"Rn45s"	"endothelial cell"	"30m.vs.18m"
1.93378709627413e-46	0.871290056060283	1	1	3.89426045447684e-42	"B2m"	"endothelial cell"	"30m.vs.18m"
3.98213265777617e-44	0.825792068654134	0.993	0.972	8.01921874622965e-40	"H2-K1"	"endothelial cell"	"30m.vs.18m"
4.13383803190841e-42	1.52908834427985	0.853	0.556	8.32472302865716e-38	"Flt1"	"endothelial cell"	"30m.vs.18m"
1.47621181082926e-38	1.76984667242079	0.747	0.369	2.97279534464797e-34	"Luzp1"	"endothelial cell"	"30m.vs.18m"
1.3145214744767e-35	-1.01030185840389	0.655	0.923	2.64718334530117e-31	"Mt2"	"endothelial cell"	"30m.vs.18m"
2.57538269881745e-35	1.41014434971553	0.848	0.613	5.18630567887858e-31	"Iigp1"	"endothelial cell"	"30m.vs.18m"
7.92950963627692e-34	0.686704147294154	1	0.992	1.59684465055345e-29	"H2-D1"	"endothelial cell"	"30m.vs.18m"
4.56846732948201e-32	1.19739566456879	0.892	0.623	9.19997950811087e-28	"Slfn5"	"endothelial cell"	"30m.vs.18m"
5.57245179497174e-32	1.82300677519363	0.554	0.159	1.12218034247141e-27	"Wasf2"	"endothelial cell"	"30m.vs.18m"
2.26797352887404e-31	-0.879727056412223	0.763	0.964	4.56724509244655e-27	"Mt1"	"endothelial cell"	"30m.vs.18m"
4.19195436232876e-31	2.88534039154578	0.531	0.167	8.44175769485766e-27	"Kdr"	"endothelial cell"	"30m.vs.18m"
1.28386588004855e-30	2.99297957687364	0.517	0.159	2.58544910924178e-26	"Cd274"	"endothelial cell"	"30m.vs.18m"
2.25767462445607e-30	1.00606285416478	0.998	0.979	4.54650515872964e-26	"Hsp90ab1"	"endothelial cell"	"30m.vs.18m"
3.93743688283186e-30	5.04413606010796	0.366	0.041	7.92921039464679e-26	"Gm12250"	"endothelial cell"	"30m.vs.18m"
1.22111600074616e-29	1.06782484936802	0.954	0.849	2.45908340230262e-25	"Hsp90aa1"	"endothelial cell"	"30m.vs.18m"
1.85197979622791e-29	0.906748879975288	0.933	0.815	3.72951691364377e-25	"Sdpr"	"endothelial cell"	"30m.vs.18m"
2.76417834674255e-27	-1.16035345044895	0.986	0.997	5.56650235467014e-23	"Fth1"	"endothelial cell"	"30m.vs.18m"
8.64600108224984e-27	-1.42930688858824	0	0.236	1.74113169794347e-22	"Xist"	"endothelial cell"	"30m.vs.18m"
1.89115962011298e-26	1.29779775801363	0.706	0.403	3.80841724298352e-22	"Rrbp1"	"endothelial cell"	"30m.vs.18m"
2.44430606527255e-26	-0.484055254571088	0.409	0.731	4.92234355424587e-22	"Gsn"	"endothelial cell"	"30m.vs.18m"
4.37493456703916e-26	2.26367333243275	0.566	0.244	8.81024323110346e-22	"Gbp7"	"endothelial cell"	"30m.vs.18m"
3.47346570101392e-25	1.01885419171558	0.837	0.597	6.99486522870182e-21	"Ccnl1"	"endothelial cell"	"30m.vs.18m"
3.15998761013643e-24	1.92382674621474	0.538	0.215	6.36358304929274e-20	"Gbp4"	"endothelial cell"	"30m.vs.18m"
6.29854655554556e-24	1.13352292952561	0.816	0.554	1.26840130535576e-19	"Psmb8"	"endothelial cell"	"30m.vs.18m"
1.83168218688367e-23	1.55753101374099	0.501	0.19	3.68864158794634e-19	"Prrc2c"	"endothelial cell"	"30m.vs.18m"
2.1105859856657e-23	2.55524394005905	0.391	0.092	4.25029805793358e-19	"Mef2a"	"endothelial cell"	"30m.vs.18m"
6.40635881616944e-23	2.51471204805328	0.46	0.162	1.2901125384002e-18	"Gbp5"	"endothelial cell"	"30m.vs.18m"
1.97097051675955e-22	1.76800721266315	0.503	0.19	3.96914042665039e-18	"Klf3"	"endothelial cell"	"30m.vs.18m"
1.8144196519565e-21	2.55197911604419	0.338	0.074	3.65387829511001e-17	"Gm4951"	"endothelial cell"	"30m.vs.18m"
1.84599466148566e-21	0.896686307276964	0.793	0.59	3.71746404929982e-17	"Tcf4"	"endothelial cell"	"30m.vs.18m"
1.87552552408226e-21	1.27953330423065	0.756	0.495	3.77693330039686e-17	"Kitl"	"endothelial cell"	"30m.vs.18m"
6.06609097591887e-21	-0.980370719018109	0.993	0.997	1.22158940073054e-16	"Rplp1"	"endothelial cell"	"30m.vs.18m"
